,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
riskScore ($20-norm),-5660,-12582,-14520,-11410,-13899,-13815,-10156,-12253,-14239,-7010,-6821,-17224,-8680,-38909,-36797,-9010,-13753,-22433,-16624,-14948,-29573,-4880,-14916,-10334,-5982,-9346,-18222,-8090,-9883,-23014,-5220,-14247,-23943,-13510,-13089,-19298,-13388,-16173,-25884,-8580,-17775,-28505,-16180,-60700,-77870,-15490,-29260,-37321,-36962,-30536,-44057,-13042,-26252,-148197,-13140,-33225,-41367,-16102,-34186,-155863,-11800,-16427,-21113,-16959,-10796,-16959,-16150,-12850,-44900,-40654,-22655,-23129,-31399,-31335,-52777,-30597,-21159,-19716,-52892,-27390
GOV lossMax $,-3000,-7000,-5000,-2000,-7000,-6000,-2500,-4500,-5500,-1000,-2500,-9000,-2000,-4500,-7000,-1500,-4000,-7000,-2000,-2000,-9000,-1500,-6500,-3000,-1500,-2500,-6000,-2500,-4500,-7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000,-7500,-4500,-8000,-4500,-6000,-3500,-7500,-4500,-9000,-4500,-7000,-6500,-8500,-7000,-7000,-7000,-5500,-7000,-7500
GOV worst floor HELD $,-2843,-6840,-5000,-2000,-6740,-6000,-2500,-4499,-5500,-1000,-2500,-8996,-2000,-4500,-7000,-1500,-4000,-7000,-2339,-2378,-9000,-1714,-6500,-3000,-2037,-2500,-6000,-2577,-4500,-7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4139,-7500,-4500,-8000,-4492,-6295,-3500,-7500,-4500,-9000,-4500,-7000,-6500,-8500,-7000,-7000,-7000,-5500,-7000,-7500
GOV days over cap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOV covers deferred,0,1,1143,186,0,593,80,211,1252,291,355,52,9,507,2963,285,1037,3758,2673,7072,9331,788,1180,2852,186,2,0,728,1193,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,362,24,70,118,386,147,78,699,2053,968,2924,1868,8039,1024,1472,0,0,1028,1192
GOV offsets bought,5,31,1078,113,19,1197,239,266,1287,2,138,1337,30,250,1148,2,149,1140,320,278,2021,15,617,1100,60,152,355,29,605,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,696,136,805,255,848,156,815,179,1108,180,648,238,983,666,1805,30,216,662,2205
GOV offset spend $,1676,8667,400568,43098,5330,541071,82557,89552,503736,475,38898,607231,6891,74775,424051,418,41846,457663,113332,86657,771959,5193,210642,469055,18005,49293,155758,6159,200047,1155634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77983,248392,37318,336539,76430,316775,38964,333254,52159,388870,44727,259489,71392,349584,205088,738889,8827,89420,204532,932898
GOV opens blocked,0,7,2301,730,6,2003,179,217,1855,2003,1131,513,637,2618,4718,1207,1593,3297,2067,6992,3598,4301,5507,28677,1307,3408,3466,3665,5879,20113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,870,537,1528,399,1732,1337,1805,3060,3322,1691,2899,1320,3184,9094,23800,446,4519,9091,20588
WING conversions,245,1019,1742,405,1221,1708,681,1370,1871,126,1039,1883,157,1062,1805,188,1007,1904,963,787,2021,376,2064,1077,274,805,1246,550,2107,2210,127,858,2428,517,1229,2607,678,1380,2722,322,1319,2727,153,1310,2681,217,1124,2491,1444,1240,2653,693,2265,3251,245,1182,2584,651,2375,3256,755,1709,805,1653,923,1610,604,1557,754,1533,723,1356,933,1675,1433,1611,679,1135,1435,1940
WING spend $,49193,232777,411403,79900,275789,420585,130744,309197,448881,25843,233241,477781,33036,267231,520498,40849,252317,524152,208294,192744,573845,83324,552713,265963,57980,187973,309833,123722,552109,614650,26080,197809,621992,101250,278301,663982,127272,314087,685853,67425,304220,719099,32260,349398,910356,46712,283816,765138,328428,343658,886677,151768,643108,1271280,52909,327880,847882,150773,671555,1255410,173126,436810,179288,447574,209479,407077,134758,425107,193919,463829,185915,378315,257438,493940,392596,474783,161878,284115,393150,557226
WING days active,173,488,576,305,535,545,403,550,580,112,483,566,133,456,518,165,469,556,501,365,577,278,587,415,204,414,470,358,606,588,109,454,657,361,539,666,416,571,671,251,552,674,133,538,681,190,512,660,577,514,671,398,662,704,203,498,669,401,636,705,406,569,447,538,459,539,376,530,361,482,380,460,421,518,475,487,350,445,476,532

DATE,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
12/27/2022,-1050,-1960,-1985,-1050,-2160,-3840,-1050,-1960,-3840,-510,-2160,-6070,-235,1755,2308,40,7856,2308,885,1939,4212,-485,4795,1274,-485,349,228,15,4795,2308,-1050,-1960,-6070,-1050,-2160,-6070,-1050,-1960,-6070,-1050,-3390,-6070,-235,2321,5051,290,8086,5051,1295,2321,5051,-485,4795,5051,-240,2311,5051,15,4795,5051,-571,-6268,-946,-6268,-571,-5462,-1137,-6268,5471,8789,4651,8461,4966,8939,-831,-2210,3056,687,-831,-2984
12/28/2022,1850,336,3326,193,326,2143,389,-1024,3252,2030,2319,6602,-12,-4402,-6857,2000,-3779,-4136,2773,-1380,-3011,3322,2048,-2985,-1245,-1671,-4590,2450,6386,1419,1850,2319,3420,1863,326,8655,1999,450,7089,1909,3613,5545,385,-5025,-7804,2000,-3249,5441,3724,-2048,1781,3692,6222,43354,435,-4179,1401,6010,8545,46377,2873,3725,961,7890,-1048,-525,1111,7890,-4142,-7567,-1392,4485,-2574,37,-2161,-6875,-1697,-4410,-2161,6926
12/29/2022,3238,8744,2215,3683,8781,-2426,2692,8553,2215,1810,6885,3139,975,8169,6144,3065,14619,9065,6061,16113,21011,3207,19484,625,3370,2065,-2149,3437,13278,-42,2150,8963,4485,3683,8781,4753,3713,8772,6579,3000,10302,6358,1145,11927,10862,3065,14619,9065,6059,19224,22731,3572,19569,25963,5680,19224,25546,4063,20998,27135,5007,-1245,4582,-322,4677,-1479,5002,-2671,4766,4348,13808,1862,15915,16388,23875,5287,4966,-1585,23875,6221
12/30/2022,1743,495,-3772,1338,501,-5049,1262,-882,-4681,698,1597,-8723,800,500,2943,1130,889,-4563,461,-1384,1903,295,-3706,-145,690,-2215,2485,964,-326,-4565,1743,1309,-6965,1338,501,-8528,1262,-305,-6965,478,684,-7290,800,9487,5282,1475,445,-6439,7218,4958,-4887,1034,-8905,-29028,875,4838,-5083,1044,-6748,-27225,1595,-5557,766,-2018,384,-5674,386,-3750,1125,348,-675,-1688,-3236,-2121,-4180,-3134,6247,1210,-4315,-7432
1/3/2023,995,-1645,-2937,854,1960,-1222,-538,-605,-1940,-575,-176,-2053,607,3662,-5827,500,4823,-838,244,-1105,-1657,3566,12138,-2360,141,-505,840,3533,2859,-6959,995,553,1155,304,1960,-1480,-710,-616,-4135,625,-552,-2122,-460,5144,5247,500,4823,594,826,6599,-11348,3987,9604,-14027,-1225,4928,-11211,3888,9557,-13751,1391,-2346,-1157,-5004,862,-2079,-1005,-4946,-922,-5415,3052,407,2934,-3918,3393,-5082,1451,-1090,5728,-647
1/4/2023,954,2226,11823,2252,4786,17752,2426,4849,12717,1350,2570,18894,1210,8202,7518,1515,6119,8014,1259,6748,2556,-20,3899,1265,1303,1107,5216,425,5897,-3400,1315,1136,16323,2252,4786,21247,3162,5668,19230,2825,2681,20367,1210,8533,10808,1210,4877,-6902,195,7694,-685,3020,465,-37512,1680,2030,1132,1175,-2439,-36760,3743,11656,10380,12009,7666,13774,11600,18667,9135,11778,1715,-425,5726,5414,-2570,1872,1708,5081,-3410,-4713
1/5/2023,550,3242,3217,3101,3979,9908,1510,3677,9750,1905,3411,10420,1030,3991,7767,1167,7943,8637,2453,2206,8472,2030,7415,1518,1165,705,4404,2007,6850,3211,839,4019,12463,2664,3979,11944,3418,4635,13739,984,2844,9818,1030,3991,6749,1167,7943,9389,2855,5607,11416,2030,9496,33972,1165,4791,11178,2007,9496,33972,7186,10855,6517,12884,7068,9468,6617,5763,5768,13893,6795,6741,9366,16083,8609,1260,278,2053,9174,6883
1/6/2023,890,487,1797,-55,1630,3086,-1224,566,-989,-520,2073,2925,-1685,-3704,-6567,-1085,-2770,-6550,-1767,-1379,-8534,1820,2332,-406,-951,-2044,-2504,2445,840,6990,890,1615,74,-55,1630,3592,-45,1540,1583,-275,2450,1981,-1145,-4210,-12390,-555,-1580,-2925,298,-3675,-11097,223,1880,23562,-336,-3830,-12337,2830,2877,24661,1449,1316,900,4028,-104,169,900,4088,-3884,-8475,-581,1659,31,-8015,6543,919,-1864,-2237,6408,-4041
1/9/2023,2851,875,5586,1048,-1095,6193,1362,1054,725,1405,-2350,4182,3135,-3135,-4952,-745,-3010,-4791,1746,-1145,-6674,-1485,-580,18714,1128,397,2687,2195,-4464,4080,810,620,2509,1455,-1095,5275,1575,1459,1933,1509,765,1447,-155,-4030,-13931,-1420,-6185,-11152,-589,-7040,-20858,-367,-6770,-21839,-1475,-7485,-21526,1575,-6609,-18858,-970,1343,-2719,2262,2035,136,-2995,85,-4008,-8476,-4455,-6784,-4226,-8320,-2434,6366,-403,6437,-2449,15784
1/10/2023,-45,-2245,2677,-565,-485,-359,-1509,-3085,1553,-290,-1345,-2624,965,-822,-1899,1187,2153,6251,1277,370,2919,475,7491,2424,1722,696,1545,855,7021,10348,-45,-1715,1572,-1645,-485,-934,-1645,-1715,-2449,-655,-1895,-4033,965,282,-10367,1187,2153,6420,1474,7033,3132,475,4887,36660,1722,5780,3183,855,8297,36760,-1240,453,-1385,-4654,-3119,249,270,-4654,-1315,-2429,3018,13219,4081,6625,10211,16167,951,4426,10192,7826
1/11/2023,-1262,-425,-3219,-820,-2143,-2769,-1214,-594,-4126,-920,-550,-2079,-160,-4300,-5445,-287,-3610,-5984,-1998,-1993,-8525,730,3784,4388,295,-1828,-2633,1185,3519,18464,-1120,120,-4873,-570,-2143,-1115,-650,-1912,-4096,-1145,-2996,-4177,-160,-8445,-27835,-287,-3610,-7250,-3981,-7960,-17998,730,3784,41127,295,-7796,-20735,1185,3784,42040,568,-1213,-576,2117,152,-2292,-2335,2117,-4296,-8465,-2905,727,-5321,-5835,4827,18959,-2331,-1882,4822,14178
1/12/2023,1190,6163,-4630,135,4749,-4630,-382,1882,-4630,1675,4208,-285,1490,4616,8358,1715,3755,4539,157,80,1254,-395,597,-1870,1215,3423,-3023,-95,-1476,-5835,1190,6534,-121,135,4749,-1065,110,4444,-2280,1165,1715,-1600,1490,4616,8364,1715,3755,4037,771,4163,2899,78,1235,-22269,1215,3808,1507,-95,828,-20275,-685,-2028,2012,-3429,1119,-5270,1907,-3429,7000,15041,4103,7823,2928,9195,-4660,-4196,-2646,-4815,-4660,-1560
1/13/2023,-260,-1485,-4834,270,-652,-5530,-77,-1595,-5454,188,-204,-2555,-850,-4145,-4998,-970,-3760,-6972,-1843,-1970,-8959,175,1573,5711,-685,-2455,3364,625,1552,16632,265,-271,-6942,270,-652,-1867,250,-1060,-3920,-880,-1172,-3613,-850,-8495,-14623,-970,-4070,-7104,-2438,-6675,-17241,515,1703,30752,-685,-6675,-14771,795,3336,31611,-1923,1500,-268,3971,-2612,2561,-268,3971,-4240,-7723,-1840,-1052,-3713,-8193,2166,17448,-1667,3383,2166,20736
1/16/2023,-390,-648,209,1242,-38,1077,1640,-181,-1200,185,290,4300,-910,-4040,-6075,-1455,-3080,-5585,-1965,-1950,-7005,45,-3490,-770,-970,-2045,161,-765,-4475,347,-390,-648,3813,1730,-38,3813,1970,-181,3813,-848,-785,3813,-910,-2560,-7665,-2005,-2245,-9310,-2625,-5835,-11345,-2205,1665,-14995,-3185,-5835,-11345,-1560,1665,-16595,426,1029,950,1430,426,608,-155,1430,-4095,-5085,-4075,-6595,-6230,-6755,-4745,-4075,-920,4177,-4745,-3735
1/17/2023,322,5486,-2634,-800,3759,-5776,366,1685,-3779,-785,3856,-5291,5584,14375,13853,2099,13191,5189,3241,11466,18670,660,-3455,-1240,4630,12813,571,1885,-1500,-41,830,3226,-6791,1405,3759,-9565,-50,1771,-9565,905,4211,-7425,5584,15194,17083,2314,13191,7695,3236,16554,18665,1859,2882,-5641,5720,18788,14681,1885,-85,-2449,7434,-5168,-771,-7655,5509,-4334,-1930,-6351,4579,6654,7758,8373,1648,9583,-4533,-521,2040,3885,-4538,1185
1/18/2023,986,820,-2725,3044,1516,1195,2751,1876,-1719,1458,3311,1386,-1795,-4495,-5507,-480,-1073,-6500,415,145,-6937,-1140,3849,-2064,-1200,-13,-1378,796,5233,-6769,986,2665,-1917,3044,1516,1546,2985,3201,-481,1843,2704,730,-1015,-3955,-19636,-295,-478,-5587,1055,-1825,-12447,1671,3686,28899,-535,-2130,-13096,3374,5235,29732,-530,2258,-1989,3487,-1600,5098,-734,3487,-4455,-7057,-515,-4313,-3448,-4816,6072,-6584,-216,-795,6072,-7454
1/19/2023,-355,3083,5345,1230,3016,1624,-37,3618,8612,-390,3406,4049,2460,4308,5343,2746,3545,2811,3881,4026,3682,4390,1717,-1491,3130,4080,3703,4280,2537,-5954,-355,2111,7679,1230,3016,4974,580,2971,9242,771,3576,7631,2460,4774,16314,2896,2020,-2142,5171,7930,9073,6641,-2602,-37811,3160,7405,16206,4870,-2708,-37784,3436,8732,2106,6797,4044,8432,-788,6498,7145,8525,2835,-1042,6091,-567,-2295,-6459,3535,11824,-2295,-5965
1/20/2023,-1958,-2263,-4465,-1260,-2674,-329,-1297,-2313,-3970,-495,-2320,657,-1130,-3815,-6490,-1340,-3930,-6996,-1950,-1995,-8990,415,5529,16327,-810,-2105,-1895,1510,4274,21504,-1715,-901,-3298,-1260,-2674,315,-1185,-951,-2522,-1520,-1558,-3799,-1040,-10150,-26505,-2200,-4285,-10421,-5190,-6695,-19962,-1007,6452,37301,-635,-7080,-20520,1510,7577,39910,-464,-1407,-1511,2903,-565,-1881,-1571,3133,-4390,-8961,-2900,-4705,-5639,-8464,11617,23288,-2345,-1415,11297,25925
1/23/2023,2660,5640,7518,2188,3394,5240,3398,5245,1370,3125,4334,3049,790,1920,3391,2280,6150,10038,2223,3726,12951,2690,2671,-1202,5035,-1685,-4490,5279,4455,-3201,2660,5544,2674,2188,3394,-35,3398,4720,3486,3300,5333,178,790,2940,21471,2280,6150,10242,3024,5899,15396,2690,7692,-1606,5035,5219,15509,5279,7799,28,4533,2672,4859,3767,3662,4579,5559,6192,3710,6943,4243,13381,8645,20730,10894,-2870,839,-1542,10894,-4420
1/24/2023,2795,4760,1446,2185,5620,-1619,2395,6330,3074,3265,5445,-1299,1400,9807,25941,2175,12457,22898,3157,18276,27723,3325,7210,-153,3085,9948,8897,3385,8275,-5488,2795,4760,5300,2185,5620,-1106,2395,6330,3764,1410,3360,8582,1400,10513,34189,2175,12457,23545,3157,17817,26893,3480,6091,-2723,3085,18217,27426,3620,6660,-3754,2510,2160,4316,164,2203,-282,3253,164,24713,23725,22570,15758,26062,18136,2917,-1438,18745,1987,2837,2129
1/25/2023,435,-532,111,435,1890,7287,265,-791,1358,-45,1385,5745,-855,-2198,-6773,-475,340,-6250,-1561,-1936,-8988,130,4200,10499,-1045,-2040,-2238,-1685,11832,-3500,435,295,-1204,435,1890,6770,580,-30,2685,1170,-3395,1768,145,-1320,-10710,525,340,-12105,-1215,610,-12163,-136,3748,-3481,590,1550,-13575,-110,5240,-1887,742,1193,3211,6762,627,2523,2840,3842,-1955,-7139,-1668,-5935,-4264,-7899,774,-6905,-2272,-1718,774,-7425
1/26/2023,-363,834,-925,-155,7,3060,-725,526,-1345,-555,436,3060,972,-2907,-4853,152,-2487,-4962,-1867,-1357,-6566,1147,-4031,6623,1082,1791,3752,-790,-4495,8959,-15,1307,-449,-155,7,3060,-165,1097,430,-1020,1861,2194,972,-2907,-16341,152,-2487,-7127,-3552,-1196,-11254,1147,206,4118,1082,-2298,-3285,-545,260,7822,110,598,-353,2483,-246,359,1059,2247,-2608,-8736,-2233,265,-29,-5018,-5075,12220,-698,-1662,-5075,2580
1/27/2023,2478,1634,1840,2800,2711,6080,2282,3674,3510,2410,126,7143,3300,5269,7538,6540,5428,9527,5526,7449,9909,7750,12190,355,4560,968,611,6780,9330,-5375,2665,2779,3813,3320,2711,6880,3285,2345,5128,2435,3886,1623,3300,6594,14169,6540,4623,9527,6671,10608,25704,5728,12562,45724,4560,9498,27239,7153,12948,46291,1356,5497,1265,6532,1654,5883,2205,4362,476,-3108,4385,8963,10578,14692,16219,-4464,-2416,300,16169,-2398
1/30/2023,191,-2791,-3082,-385,-2879,1749,-12,-2470,-3082,890,191,-3180,890,-1153,-6717,850,389,-3120,-759,-1954,-7119,820,7235,9568,1015,179,-2894,4128,7866,16541,240,-1805,262,905,-2340,1003,1020,-1350,-45,345,-1275,-1120,890,-5431,-13011,850,389,-1740,715,-2402,-3332,-262,10127,54159,1015,-1362,-6503,6185,11524,56355,-1086,-1084,-1017,-2516,-3636,-3769,-1260,164,-3784,-5055,2871,2074,39,218,14268,20390,-489,-2894,14268,39807
1/31/2023,-7,-327,987,2529,-855,-636,2231,1267,-774,278,-2027,-1013,944,4688,394,6259,4183,-2452,6791,4983,-6111,1203,1570,2895,729,5364,-424,940,528,15711,-7,-327,-7135,2529,-855,-5683,2231,-351,-7135,-547,-2110,-2836,944,5017,-16102,6259,4183,-2452,4113,4628,-19435,3775,3834,50401,1059,5608,-18301,1965,2074,50894,-1246,-1946,-1885,77,1521,-2010,-1605,-3,7091,969,5327,4356,5672,7735,4558,18148,4479,-3736,4433,13996
2/1/2023,435,4236,6712,1750,2470,10526,2480,3810,8271,245,1785,34239,1805,6010,10512,2325,6660,39671,3375,4631,8911,1586,9905,14805,1425,2510,1272,1645,8173,34314,435,4460,31288,2410,2470,33809,2480,3810,31335,695,3920,8620,1805,6010,8918,2325,6660,38296,4425,6076,33310,1586,9905,48592,1220,4736,32990,1485,8980,48774,6136,32887,3920,12267,6020,32498,4845,12067,5905,7206,6825,41333,5433,14310,8105,50091,4622,2171,7220,24047
2/2/2023,1325,1639,8406,4048,2896,10631,4670,-474,9300,-280,1256,19339,1430,5241,7196,3920,7160,11983,6795,-586,20482,5488,9658,-175,3691,4207,-576,7542,12352,5313,1325,2985,10688,4048,2896,14137,3278,1505,10732,2417,2186,7142,1715,9100,26958,3920,7160,24106,6256,10875,42851,5478,25254,48901,2800,10875,44200,7428,15693,59170,3234,11950,3214,14631,4322,11619,1892,9061,4899,1668,6714,8790,12127,20133,16796,8851,898,-2873,16591,13527
2/3/2023,140,243,3032,-699,990,-3267,-262,-302,169,330,2620,-2174,-426,-3953,-6522,400,-364,-6534,-1714,-1995,-8988,3768,6977,5680,900,-1382,-2213,5447,3677,-7391,140,1845,-1469,-315,990,-1538,-1100,680,-1635,35,480,1602,165,-3260,-9471,400,-364,-5823,-2365,-980,-2253,2778,11152,-1022,380,-325,-2989,6217,9435,-1029,916,-244,630,-815,-393,719,1260,-242,-4466,-8861,2835,-5030,1414,-8290,-1003,-2217,-1991,25,-1003,12675
2/6/2023,1821,5392,7346,2235,2870,3385,4714,2978,6159,1440,2050,664,1035,7415,9304,2590,7343,10015,1835,8036,3300,7445,8310,-1350,1928,5597,5819,8830,11151,-2699,1821,4464,8480,2235,2870,-2908,1435,1784,93,986,576,-602,1035,7127,10028,2590,7343,8969,1804,8656,-888,7445,9794,-7741,893,7901,184,9015,9800,-11365,1491,-848,1249,222,1132,1392,431,-419,7345,18908,11245,8989,9856,4139,4686,1851,2518,12052,4686,-4778
2/7/2023,1906,6368,19354,2556,4443,27855,2386,2449,18577,2125,5480,26649,1605,1775,6854,985,2885,5536,1812,2375,23530,945,7705,18497,1725,-620,891,950,4600,16863,2015,6005,22295,2556,4443,27855,3461,1880,22863,2570,6601,23303,1605,1775,9525,1775,4465,7639,3928,4615,20981,457,5671,39720,1830,4325,26549,1625,4760,40525,4535,27123,3073,31567,2928,20222,5112,29441,3060,9109,2732,27283,4883,28537,7225,21617,1529,1043,6190,23835
2/8/2023,1435,3387,-570,1540,3369,-3768,2095,2465,-36,-550,65,-3738,-644,-1292,-6790,1464,6450,5512,918,-1060,6700,7445,15945,-49,3640,-2430,-4535,11936,13243,12129,1435,4091,-1943,1540,3369,-3387,2440,3447,-2635,1245,2143,-1517,-345,-625,-6090,1464,6450,14949,2531,12421,11617,8705,15126,70587,3640,11825,10468,11936,15604,70085,3109,-3872,849,-4312,3109,-5380,1375,-4807,-3860,-8975,15503,9408,11618,9785,12518,14217,1170,-4535,12498,8416
2/9/2023,-425,134,-4835,1085,-190,4085,1175,514,-1006,-105,-1935,2675,-1025,-4115,-6300,2225,2414,-1898,-589,-1949,-8986,7595,13857,43291,1045,-1552,-1888,11625,13353,47114,-315,1095,-210,1085,-190,4802,1175,1485,1442,180,640,1016,-860,-10410,-23930,2225,2414,-306,40,-1285,-11341,7595,13952,61469,1045,-3310,-13291,11625,15995,58349,1244,180,1025,5144,1041,-845,666,865,-4128,-8460,1590,-760,-6084,-6469,15040,68882,-1288,-1666,15035,67346
2/10/2023,960,7707,3015,245,6582,388,1295,5291,2857,1500,7202,5824,1933,6526,12282,1880,3414,7088,2315,2806,4156,-585,3943,1357,619,4572,3120,-796,2323,-1753,960,6419,3427,245,6582,5164,1295,4900,753,1414,4706,4346,1933,6526,14361,1665,4634,5355,1693,2976,-3440,-1371,-5534,-43491,545,3396,1275,-4505,-10586,-27013,2815,3468,2768,3913,3090,4481,1765,4523,2713,4746,3154,842,3007,-1857,-6863,-3857,2246,119,-6863,-6230
2/13/2023,3070,3571,7549,2929,3516,1644,861,2482,5700,2605,2254,1374,-1495,1177,-4247,1530,9175,19065,5052,-1865,9044,5078,4766,-2397,-1370,1338,-300,6122,799,-3605,3070,4301,9423,2929,3516,764,1592,2482,6859,3116,4162,7020,1785,11645,19497,2660,11577,20758,7676,16489,23675,4681,5210,3006,5002,16314,24741,6122,3966,1372,4815,3736,3556,550,2920,3024,3906,550,4725,5955,14267,10575,16454,12157,9934,-3235,-743,-1144,9934,-5647
2/14/2023,1183,3995,-2961,115,4858,3246,635,3625,-1442,1753,563,-324,225,2534,4243,1645,2857,1051,-128,7008,6651,1420,5898,-1821,495,3647,5685,1650,5568,11907,1548,5081,710,115,4858,710,1000,4415,320,905,3315,426,225,2534,3350,1645,2857,1051,-128,7008,6651,1420,5349,6934,495,3414,8311,1650,5893,7567,3043,-1740,3385,-194,4508,400,3800,-1534,6529,3987,7035,10993,12107,12342,18312,-513,9933,7829,18307,21097
2/15/2023,-840,-449,-1067,-1325,-340,504,-1335,-544,-755,-975,-73,2982,-105,-4442,-1601,-1275,-2465,-5079,-1975,-1850,-1369,465,5062,3954,-25,-2025,-2316,330,2609,5066,-640,705,-1141,-1325,-340,3074,-1335,705,411,-1065,1443,-1133,660,-1252,-8949,-930,-1950,-7850,-2860,50,-956,141,4594,21761,740,-225,-4474,330,4287,22523,-122,1712,-316,5583,177,-807,101,5448,-4070,-2163,-1009,1201,-611,1778,2826,-4889,-2611,3037,2826,2160
2/16/2023,1425,5471,4185,4481,2484,8916,5521,4064,3954,2465,4250,332,1490,-1713,-2233,1880,-1305,3840,2280,2160,-8408,1615,3249,3975,1595,1315,10613,2100,3919,13038,1425,4737,3868,3758,2484,174,3785,4280,3228,2455,6884,6164,1490,-916,-7053,1880,-2000,-10816,2530,-1155,-13740,1615,-7111,-32500,1595,-1860,-11773,2100,-7705,-31935,7688,7328,2574,2619,1750,2993,4368,6479,-745,-4316,-1300,2540,-1905,-5018,2606,7867,1931,10893,2596,9712
2/17/2023,940,-1344,-903,145,-458,3317,-1725,-326,3993,518,-81,1639,70,-1621,-5931,225,65,1908,-489,1212,-7041,-956,-329,-163,-395,1506,3975,-2053,1660,-5706,940,-381,627,-360,-458,3317,-1250,-326,2139,-477,-131,-258,70,-1621,-8292,225,65,-8108,-489,1645,-9167,-1380,1743,-27627,185,-306,-13937,-2608,797,-29943,-1199,646,191,319,-681,3777,-785,969,-1678,-8071,693,-2291,-383,-6477,-5311,-2604,1556,2167,-5311,-3643
2/20/2023,105,1082,4895,1274,1017,4865,1684,1017,4865,100,849,6478,-675,-1790,-115,445,1993,5328,2864,2058,6807,-370,3554,1880,420,-2100,-3310,1295,2824,4119,105,1082,6551,1684,1017,6551,1684,1017,6551,-125,1007,6551,370,-1790,-275,445,2893,5988,2864,2943,6807,655,17958,34013,560,2943,6807,2360,17958,34013,-1620,351,-1535,650,-1620,351,-1535,650,-865,-3175,-1065,-710,-1119,442,280,-2795,-2890,-4145,280,-1785
2/21/2023,43,636,-2007,2547,1112,2295,1313,463,834,-545,1877,6147,-185,-4465,-6970,940,-3710,-6571,-428,-1045,-8996,1706,6585,-2245,-991,-2089,-4610,3902,5559,15611,285,1717,3773,3427,1112,8125,3650,1847,5250,2178,1010,4045,-281,-11288,-28713,940,-4114,-6921,-77,-7024,-22331,2195,7077,55742,160,-6109,-20310,4601,7813,57361,-1371,5224,2344,6914,-221,1735,1520,7808,-4420,-7651,-4433,-4250,-6464,-6341,13993,30749,-2026,-4405,13993,24100
2/22/2023,665,4382,1692,1310,2695,2976,723,-523,-3738,1060,3736,4757,335,4310,9557,260,4185,14395,279,2061,16549,155,11747,2004,340,727,1960,545,2547,-579,665,3141,3105,955,2695,1822,-645,1050,-2120,945,3580,3099,635,5421,15169,515,5982,12650,3095,4914,13342,1289,17513,-1237,570,3369,13017,840,18045,-1658,2468,-5069,772,-4612,1745,-1788,-1859,-4202,6486,16470,5305,10092,5369,8159,2488,-5913,3855,-197,2488,-6945
